date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:38	110419/110419	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a056f-1af53-6289c10ee3098-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/jquery.themepunch.tools.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/jquery.themepunch.tools.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:39	8324/8324	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05b6-2084-6289c13d6d681-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.actions.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.actions.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:39	64989/64989	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a056e-fddd-6289c10eaeca2-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/jquery.themepunch.revolution.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/jquery.themepunch.revolution.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:40	7601/7601	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05b7-1db1-6289c13e54201-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.carousel.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:41	3750/3750	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05b8-ea6-6289c13e52a91-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:43	55805/55805	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05b9-d9fd-6289c13f8a6fa-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:44	26099/26099	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05ba-65f3-6289c13f70117-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.migration.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.migration.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:44	26099/26099	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05bb-65f3-6289c14068daa-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.navigation.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:45	10927/10927	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05bc-2aaf-6289c14059790-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.parallax.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:47	29066/29066	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05bd-718a-6289c1418e131-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:47	26075/26075	---MCZ	200	added ('OK')	text/javascript	etag:W/%2235a05be-65db-6289c14180287-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.video.min.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/js/extensions/revolution.extension.video.min.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:48	14241/14241	---MCZ	200	added ('OK')	text/javascript	etag:W/%22358061c-37a1-629161b4a24f3-br%22	https://mannatstudio.com/html/logzee/v3/assets/js/site-custom.js	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/js/site-custom.js	(from https://mannatstudio.com/html/logzee/v3/index-3.html)
14:17:50	537868/537868	---MC-	200	added ('OK')	font/woff2	etag:W/%22358062d-8350c-6289c0dcdb170-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/fonts/icofont.woff2	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/fonts/icofont.woff2	(from https://mannatstudio.com/html/logzee/v3/assets/css/theme-plugins.min.css)
14:17:52	645604/645604	---MC-	200	added ('OK')	font/woff	etag:W/%22358062c-9d9e4-6289c0dbbf25a-br%22	https://mannatstudio.com/html/logzee/v3/assets/css/fonts/icofont.woff	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/fonts/icofont.woff	(from https://mannatstudio.com/html/logzee/v3/assets/css/theme-plugins.min.css)
14:17:52	2203/2203	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2011:17:52%20GMT	https://mannatstudio.com/html/logzee/v3/assets/css/owl.video.play.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/owl.video.play.png	(from https://mannatstudio.com/html/logzee/v3/assets/css/theme-plugins.min.css)
14:17:53	3721/3721	---M--	200	added ('OK')	image/png	etag:%2235805fb-e89-6289c0b99d9e0%22	https://mannatstudio.com/html/logzee/v3/assets/images/cbp-sprite.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/cbp-sprite.png	(from https://mannatstudio.com/html/logzee/v3/assets/css/theme-plugins.min.css)
14:17:54	198/198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235805fd-c6-6289c0bab6dfe-br%22	https://mannatstudio.com/html/logzee/v3/assets/images/download.svg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/download.svg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:54	341717/341717	---M--	200	added ('OK')	image/jpeg	etag:%2235805eb-536d5-6289c0b0a7db6%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_6.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_6.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:56	54461/54461	---M--	200	added ('OK')	image/jpeg	etag:%2235805ec-d4bd-6289c0b15dfd9%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_7.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_7.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:56	194443/194443	---M--	200	added ('OK')	image/jpeg	etag:%2235805f9-2f78b-6289c0b8c06b9%22	https://mannatstudio.com/html/logzee/v3/assets/images/breadcrumbs_bg.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/breadcrumbs_bg.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:58	48751/48751	---M--	200	added ('OK')	image/jpeg	etag:%2235805ed-be6f-6289c0b1d88d6%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_8.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_8.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:59	651/651	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235805e5-28b-6289c0abf6e5f-br%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg-wave.svg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg-wave.svg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:17:59	7977/7977	---M--	200	added ('OK')	image/png	etag:%22358060e-1f29-6289c0c45e9e3%22	https://mannatstudio.com/html/logzee/v3/assets/images/map-bg.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/map-bg.png	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:00	61455/61455	---M--	200	added ('OK')	image/jpeg	etag:%2235805ea-f00f-6289c0b024430%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_5.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_5.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:02	217298/217298	---M--	200	added ('OK')	image/jpeg	etag:%2235805e8-350d2-6289c0af03eca%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_3.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:02	276088/276088	---M--	200	added ('OK')	image/jpeg	etag:%2235805e7-43678-6289c0adad62e%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_1.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:03	147882/147882	---M--	200	added ('OK')	image/jpeg	etag:%2235805e6-241aa-6289c0ad74be8%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_2.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:05	152044/152044	---M--	200	added ('OK')	image/jpeg	etag:%2235805e9-251ec-6289c0af0563a%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg_4.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg_4.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:06	2203/2203	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2011:18:06%20GMT	https://mannatstudio.com/html/logzee/v3/assets/css/icon_top.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/css/icon_top.png	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:07	18682/18682	---M--	200	added ('OK')	image/jpeg	etag:%2235805e2-48fa-6289c0aaecc73%22	https://mannatstudio.com/html/logzee/v3/assets/images/bg-text.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/bg-text.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:07	38496/38496	---M--	200	added ('OK')	image/jpeg	etag:%223580610-9660-6289c0c569787%22	https://mannatstudio.com/html/logzee/v3/assets/images/popup_bg.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/popup_bg.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:09	37871/37871	---M--	200	added ('OK')	image/jpeg	etag:%223580618-93ef-6289c0c949707%22	https://mannatstudio.com/html/logzee/v3/assets/images/what_we_offer.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/what_we_offer.jpg	(from https://mannatstudio.com/html/logzee/v3/assets/css/style.css)
14:18:10	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2235a05a3-2f68-6289c132cba82-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons.eot?5510888	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons90c6.eot	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:10	7536/7536	---MC-	200	added ('OK')	font/woff	etag:W/%2235a05a7-1d70-6289c134b913e-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons.woff?5510888	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons90c6.woff	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:12	11968/11968	---MCZ	200	added ('OK')	font/ttf	etag:W/%2235a05a6-2ec0-6289c133ae782-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons.ttf?5510888	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons90c6.ttf	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:13	13532/13532	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235a05a5-34dc-6289c133a2fe9-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons.svg?5510888	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/revicons/revicons90c6.svg	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:14	326/326	---MC-	200	added ('OK')	text/html	etag:W/%2235a055d-146-6289c102a912d-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/css/openhand.cur	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/css/openhand.html	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:15	326/326	---MC-	200	added ('OK')	text/html	etag:W/%2235a0558-146-6289c10014698-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/css/closedhand.cur	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/css/closedhand.html	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:16	933/933	---M--	200	added ('OK')	image/png	etag:%2235a0551-3a5-6289c0fad22fa%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile.png	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:16	951/951	---M--	200	added ('OK')	image/png	etag:%2235a0554-3b7-6289c0fc7cf47%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_white.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_white.png	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:18	938/938	---M--	200	added ('OK')	image/png	etag:%2235a0552-3aa-6289c0fbab7a1%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_3x3.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_3x3.png	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:19	935/935	---M--	200	added ('OK')	image/png	etag:%2235a0553-3a7-6289c0fbb57ca%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_3x3_white.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/gridtile_3x3_white.png	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:19	184/184	---M--	200	added ('OK')	image/png	etag:%2235a0550-b8-6289c0fad617a%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/coloredbg.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/coloredbg.png	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:20	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2235a0556-9f1-6289c0fd7b1c9%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/assets/loader.gif	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/assets/loader.gif	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/css/settings.css)
14:18:22	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2235a0f68-e538-6289c42cae47a-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?d7yf1v	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.eot	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
14:18:22	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2235a0f68-e538-6289c42cae47a-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41d.eot	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
14:18:24	58556/58556	---MC-	200	added ('OK')	font/woff	etag:W/%2235a0f6b-e4bc-6289c42f19ae3-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff?d7yf1v	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.woff	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
14:18:25	58480/58480	---MCZ	200	added ('OK')	font/ttf	etag:W/%2235a0f6a-e470-6289c42dfdbce-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.ttf?d7yf1v	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.ttf	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
14:18:26	164020/164020	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235a0f69-280b4-6289c42dada85-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.svg?d7yf1v	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.svg	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
14:18:27	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2235a0f5c-2876e-6289c422e593a-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:28	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2235a0f5c-2876e-6289c422e593a-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot?	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:29	77160/77160	---MC-	200	added ('OK')	font/woff2	etag:W/%2235a0f60-12d68-6289c425a7e4c-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:30	98024/98024	---MC-	200	added ('OK')	font/woff	etag:W/%2235a0f5f-17ee8-6289c424e58d8-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:31	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%2235a0f5e-286ac-6289c4245bda9-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:32	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235a0f5d-6c7db-6289c4235e6df-br%22	https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://mannatstudio.com/html/logzee/v3/assets/revolution/fonts/font-awesome/css/font-awesome.css)
14:18:33	2793/2793	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22358060c-ae9-6289c0c35b16f-br%22	https://mannatstudio.com/html/logzee/v3/assets/images/logo_white.svg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/logo_white.svg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:33	106937/106937	---M--	200	added ('OK')	image/jpeg	etag:%2235805e1-1a1b9-6289c0a9e363f%22	https://mannatstudio.com/html/logzee/v3/assets/images/banner_slider_4.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/banner_slider_4.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:35	17507/17507	---M--	200	added ('OK')	image/png	etag:%22358061a-4463-6289c0ca6002d%22	https://mannatstudio.com/html/logzee/v3/assets/images/years_img.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/years_img.png	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:35	181004/181004	---M--	200	added ('OK')	image/jpeg	etag:%2235805e0-2c30c-6289c0a9d76d6%22	https://mannatstudio.com/html/logzee/v3/assets/images/banner_slider_3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/banner_slider_3.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:36	66174/66174	---M--	200	added ('OK')	image/jpeg	etag:%2235a054b-1027e-6289c0f6a9379%22	https://mannatstudio.com/html/logzee/v3/assets/images/team/team-1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/team/team-1.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:37	64635/64635	---M--	200	added ('OK')	image/jpeg	etag:%2235805dc-fc7b-6289c0a716164%22	https://mannatstudio.com/html/logzee/v3/assets/images/about_img_2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/about_img_2.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:38	67730/67730	---M--	200	added ('OK')	image/png	etag:%2235805fc-10892-6289c0bad5e19%22	https://mannatstudio.com/html/logzee/v3/assets/images/courier-man.png	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/courier-man.png	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:39	130889/130889	---M--	200	added ('OK')	image/jpeg	etag:%2235a0577-1ff49-6289c116bae6c%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-1.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-1.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:40	109111/109111	---M--	200	added ('OK')	image/jpeg	etag:%2235a057b-1aa37-6289c11a99e4c%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-2.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-2.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:42	240758/240758	---M--	200	added ('OK')	image/jpeg	etag:%2235a057c-3ac76-6289c119e3459%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-3.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-3.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:43	98174/98174	---M--	200	added ('OK')	image/jpeg	etag:%2235a057e-17f7e-6289c11bd8046%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-8.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-8.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:43	345863/345863	---M--	200	added ('OK')	image/jpeg	etag:%2235a057d-54707-6289c11b87efd%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-7.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-7.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:45	155555/155555	---M--	200	added ('OK')	image/jpeg	etag:%2235a0578-25fa3-6289c116efa31%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-10.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-10.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:45	156797/156797	---M--	200	added ('OK')	image/jpeg	etag:%2235a057f-2647d-6289c11ce7822%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-9.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-9.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
14:18:46	105595/105595	---M--	200	added ('OK')	image/jpeg	etag:%2235a0579-19c7b-6289c1181e229%22	https://mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-11.jpg	/Users/kaltumaomar/websites/logistic/mannatstudio.com/html/logzee/v3/assets/images/portfolio/fullwidth/img-11.jpg	(from https://mannatstudio.com/html/logzee/v3/index.html)
